input,label
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg013.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg014.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg015.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg016.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg017.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg018.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg019.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg020.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg021.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg022.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg023.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg024.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg025.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg026.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg027.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg028.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg029.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg030.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg031.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg032.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg033.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg034.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg035.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg036.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg037.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg038.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg039.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg040.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg041.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg042.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg043.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg044.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg045.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg046.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg047.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg048.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg049.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg050.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg051.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg052.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg053.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg054.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg055.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg056.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg057.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg058.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg059.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg060.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg061.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg062.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg063.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg064.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg065.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg066.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg067.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg068.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg069.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg070.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg071.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg072.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg073.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg074.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg075.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg076.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg077.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg078.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg079.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg080.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg081.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg082.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg083.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg084.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg085.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg086.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg087.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg088.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg089.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg090.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg091.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg092.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg093.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg094.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg095.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg096.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg097.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg098.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg099.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg100.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg101.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg102.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg103.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg104.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg105.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg106.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg107.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg108.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg109.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg110.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg111.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg112.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg113.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg114.mat
deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg115.mat,deepship_baseline_mat\Passengership\CORAL_PRINCESS-60-20170506_seg116.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg001.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg002.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg003.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg004.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg005.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg006.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg007.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg008.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg009.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg010.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg011.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg012.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg013.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg014.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg015.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg016.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg017.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg018.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg019.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg020.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg021.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg022.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg023.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg024.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg025.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg026.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg027.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg028.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg029.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg030.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg031.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg032.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg033.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg034.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg035.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg036.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg037.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg038.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg039.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg040.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg041.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg042.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg043.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg044.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg045.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg046.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg047.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg048.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg049.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg050.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg051.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg052.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg053.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg054.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg055.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg056.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg057.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg058.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg059.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg060.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg061.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg062.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg063.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg064.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg065.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg066.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg067.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg068.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg069.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg070.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg071.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg072.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg073.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg074.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg075.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg076.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg077.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg078.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg079.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg080.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg081.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg082.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg083.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg084.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg085.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg086.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg087.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg088.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg089.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg090.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg091.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg092.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg093.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg094.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg095.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg096.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg097.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg098.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg099.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg100.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg101.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg102.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg103.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg104.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg105.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg106.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg107.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg108.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg109.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg110.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg111.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg112.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg113.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg114.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg115.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg116.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg117.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg118.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg119.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg120.mat
deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg121.mat,deepship_baseline_mat\Cargo\COSMIC_ACE-70-20171203_seg122.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg001.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg002.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg003.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg004.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg005.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg006.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg007.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg008.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg009.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg010.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg011.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg012.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg013.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg014.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg015.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg016.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg017.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg018.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg019.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg020.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg021.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg022.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg023.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg024.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg025.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg026.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg027.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg028.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg029.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg030.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg031.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg032.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg033.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg034.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg035.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg036.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg037.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg038.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg039.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg040.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg041.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg042.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg043.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg044.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg045.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg046.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg047.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg048.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg049.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg050.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg051.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg052.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg053.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg054.mat
deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg055.mat,deepship_baseline_mat\Passengership\CRYSTAL_SERENITY-60-20160522_seg056.mat
